timestamp;cameraMode;object;element;isMoving;isAttacking;x;y;
1706377948300;Strategica;Terrain (Earth);;False;False;3284,928;1985,972
1706377949653;Strategica;Terrain (Earth);;True;False;1899,526;1184,076
1706377949741;Strategica;Terrain (Earth);;True;False;1783,507;1132,891
1706377949742;Strategica;Terrain (Earth);;True;False;1783,507;1132,891
1706377949743;Strategica;Terrain (Earth);;True;False;1783,507;1132,891
1706377949743;Strategica;Terrain (Earth);;True;False;1783,507;1132,891
1706377949809;Strategica;Terrain (Earth);;True;False;1780,094;1132,891
1706377949810;Strategica;Terrain (Earth);;True;False;1780,094;1132,891
1706377949810;Strategica;Terrain (Earth);;True;False;1780,094;1132,891
1706377949884;Strategica;Terrain (Earth);;True;False;1780,094;1132,891
1706377949886;Strategica;Terrain (Earth);;True;False;1780,094;1132,891
1706377949887;Strategica;Terrain (Earth);;True;False;1780,094;1132,891
1706377949888;Strategica;Terrain (Earth);;True;False;1780,094;1132,891
1706377949957;Strategica;Terrain (Earth);;True;False;1780,094;1132,891
1706377949959;Strategica;Terrain (Earth);;True;False;1780,094;1132,891
1706377949960;Strategica;Terrain (Earth);;True;False;1780,094;1132,891
1706377949961;Strategica;Terrain (Earth);;True;False;1780,094;1132,891
1706377950009;Strategica;Terrain (Earth);;True;False;1780,094;1109,005
1706377950010;Strategica;Terrain (Earth);;True;False;1780,094;1109,005
1706377950049;Strategica;Terrain (Earth);;True;False;1780,094;1081,706
1706377950051;Strategica;Terrain (Earth);;True;False;1780,094;1081,706
1706377950082;Strategica;Terrain (Earth);;False;False;1780,094;1078,294
1706377950083;Strategica;Terrain (Earth);;False;False;1780,094;1078,294
1706377950134;Strategica;Terrain (Earth);;False;False;1780,094;1078,294
1706377950135;Strategica;Terrain (Earth);;False;False;1780,094;1078,294
1706377950136;Strategica;Terrain (Earth);;False;False;1780,094;1078,294
1706377950190;Strategica;Terrain (Earth);;False;False;1793,744;1068,057
1706377950191;Strategica;Terrain (Earth);;False;False;1793,744;1068,057
