timestamp;cameraMode;object;element;isMoving;isAttacking;x;y;
1704903271764;Strategica;Terrain (Earth);;False;False;1443,507;1957,898
1704903273126;Strategica;Terrain (Earth);;True;False;1443,507;1958,428
1704903273192;Strategica;Terrain (Earth);;True;False;1443,507;1958,428
1704903273286;Strategica;Terrain (Earth);;True;False;1443,507;1958,428
1704903273367;Strategica;Terrain (Earth);;True;False;1443,507;1958,428
1704903273405;Strategica;Terrain (Earth);;True;False;1443,507;1958,428
1704903273467;Strategica;Terrain (Earth);;True;False;1443,507;1958,428
1704903273538;Strategica;Terrain (Earth);;True;False;1443,507;1958,428
1704903273610;Strategica;Terrain (Earth);;True;False;1443,507;1958,428
1704903273650;Strategica;Terrain (Earth);;True;False;1443,507;1958,428
1704903273687;Strategica;Terrain (Earth);;True;False;1443,507;1958,428
1704903273725;Strategica;Terrain (Earth);;True;False;1443,507;1958,428
1704903273762;Strategica;Terrain (Earth);;True;False;1443,507;1958,428
1704903273798;Strategica;Terrain (Earth);;True;False;1443,507;1958,428
1704903273843;Strategica;Terrain (Earth);;True;False;1350,678;1945,167
1704903273887;Strategica;Terrain (Earth);;False;False;852,053;1701,159
1704903273929;Strategica;Terrain (Earth);;False;False;552,3477;1549,98
1704903273967;Strategica;Terrain (Earth);;False;False;525,8251;1520,805
1704903274006;Strategica;Terrain (Earth);;False;False;525,8251;1515,501
1704903274045;Strategica;Terrain (Earth);;False;False;525,8251;1494,283
1704903274081;Strategica;Terrain (Earth);;False;False;525,8251;1483,674
1704903274121;Strategica;Terrain (Earth);;False;False;488,6935;1417,367
1704903274163;Strategica;Terrain (Earth);;False;False;308,3398;1244,97
1704903274203;Strategica;Terrain (Earth);;False;False;212,8585;1178,664
1704903274244;Strategica;Terrain (Earth);;False;False;207,554;1178,664
1704903274280;Strategica;Terrain (Earth);;False;False;207,554;1178,664
1704903274316;Strategica;Terrain (Earth);;False;False;207,554;1178,664
1704903274352;Strategica;Terrain (Earth);;False;False;212,8585;1178,664
1704903274390;Strategica;Terrain (Earth);;False;False;226,1198;1178,664
1704903274429;Strategica;Terrain (Earth);;False;False;247,3379;1170,707
1704903274467;Strategica;Terrain (Earth);;False;False;263,2514;1168,055
1704903274505;Strategica;Terrain (Earth);;False;False;268,5559;1168,055
1704903274543;Strategica;Terrain (Earth);;False;False;279,165;1165,403
1704903274609;Strategica;Terrain (Earth);;False;False;284,4695;1162,75
1704903274682;Strategica;Terrain (Earth);;False;False;284,4695;1162,75
1704903274713;Strategica;Terrain (Earth);;False;False;284,4695;1162,75
1704903274734;Strategica;Terrain (Earth);;False;False;284,4695;1162,75
